id,price,year,manufacturer,model,condition,odometer,title_status,vin,type,lat,long
1057,1289,77,38,2134,1,2909,0,7864,5,1577,306
1055,2126,80,13,3202,1,220,0,4550,0,1572,304
1051,2157,83,12,1789,0,3265,0,1333,9,1568,319
1049,1042,73,32,0,0,5941,0,612,9,1568,319
1048,1940,82,12,1766,0,4582,0,1300,9,1568,319
1047,1071,71,13,3201,0,4237,0,2622,9,1568,319
1045,918,78,12,1745,0,8445,0,1269,9,1568,319
1044,1940,77,32,0,0,6356,0,4218,9,1568,319
1043,391,58,12,1745,0,7733,0,1577,9,1568,319
1042,1203,78,13,4010,0,7417,0,2420,1,1568,319
1040,1071,71,37,3764,0,6671,0,5613,9,1568,319
1039,1748,80,13,3201,0,3449,0,4531,9,1568,319
1037,1119,68,32,0,0,8488,0,4293,9,1568,319
1036,1637,79,32,160,0,7477,0,4238,9,1568,319
1035,1961,80,13,3201,0,6324,0,2588,9,1568,319
1032,667,66,7,3284,0,7929,0,2222,9,1568,319
1031,410,67,25,3066,0,8045,0,7609,10,1568,319
1030,2205,84,12,1766,0,689,0,1312,9,1568,319
1029,996,75,13,3201,0,8467,0,2602,9,1568,319
1027,1875,72,19,3884,1,3512,0,2914,0,7,0
1024,696,65,12,1636,3,4779,0,2,0,1559,307
999,2186,74,0,2713,0,277,0,2084,9,20,302
993,301,72,15,1122,3,5456,0,3815,10,1581,302
989,1907,79,13,3202,0,4454,0,4553,9,20,302
981,2046,74,0,2236,0,485,0,4517,9,20,302
970,1702,80,32,311,0,3147,4,2,11,1579,301
965,2046,81,7,3286,0,810,0,4441,9,20,302
714,592,81,7,3438,4,1028,0,2,0,1576,298
934,1837,56,0,442,1,396,0,2,0,18,311
926,2099,74,0,2712,0,209,0,4422,9,20,302
902,2008,82,32,17,0,702,0,597,9,20,302
851,2099,74,0,2236,0,295,0,2654,9,20,302
816,2196,74,0,2236,0,272,0,2658,9,20,302
800,1716,80,22,3039,0,1820,0,4017,1,1553,317
782,1569,76,6,1592,0,3799,0,2697,1,1553,317
776,1139,81,9,2143,0,2657,0,3519,0,1553,317
768,1139,83,16,1517,0,350,0,6972,10,1553,317
739,258,63,35,2722,0,8370,0,4913,13,2016,249
736,1948,80,37,3764,0,1893,0,5736,11,1553,317
732,1484,83,15,1122,0,311,0,6290,10,1553,317
725,1063,82,12,1497,0,3813,0,3610,1,1553,317
13616,1560,78,22,2179,0,2931,0,6729,10,578,262
713,1753,79,12,2638,1,248,0,3232,0,1572,304
710,1579,75,0,3867,0,1611,0,2,0,19,296
677,1749,68,12,1924,3,3107,0,897,11,1567,308
660,1177,79,32,17,0,5048,0,430,9,20,302
657,765,79,15,2695,0,3702,4,2,12,1580,301
621,2008,82,13,3202,0,1576,0,4519,9,20,302
248,1365,80,25,1165,1,1565,0,7725,10,1428,164
247,2222,81,25,805,1,1028,0,7742,4,1428,164
246,1365,78,4,207,1,3001,0,7465,4,1428,164
590,2113,74,0,676,0,284,0,5764,9,20,302
589,1925,4,12,201,0,0,0,27,10,2119,129
588,149,68,12,2638,3,6386,0,2,4,1588,300
541,2213,84,6,1599,4,257,0,1262,0,1566,309
536,1553,78,12,1711,0,2901,0,1445,9,20,302
522,1782,81,32,17,0,614,0,472,11,2016,249
515,2229,82,25,3463,1,1447,0,7597,12,1575,299
245,2173,75,25,2072,1,3512,0,7666,1,1428,164
244,1836,77,25,1174,1,3911,0,7713,10,1428,164
13615,1093,72,22,2192,0,7635,0,6792,1,578,262
502,1989,79,12,1711,0,4464,0,1548,9,20,302
490,649,79,8,233,0,2684,4,2,10,1580,301
454,1203,70,37,3570,1,4779,0,2,0,1584,216
451,1989,80,13,3239,0,3112,0,2577,9,20,302
434,1614,75,32,1410,1,8564,0,4274,11,1537,318
429,1101,75,37,351,0,3679,0,6722,1,1553,317
417,1947,76,6,1330,0,2189,0,2003,4,1553,317
408,915,84,29,775,0,325,0,3100,10,1556,316
406,1905,81,19,3871,0,1042,0,217,1,1553,317
402,452,83,12,1964,0,852,0,725,10,1556,316
399,1863,81,25,1442,0,434,0,7698,10,1553,317
391,1390,72,19,3871,0,2746,0,2912,1,1553,317
379,1033,76,37,3532,0,4448,0,5814,11,1553,317
378,359,81,28,2755,0,2527,5,6043,1,1556,316
372,613,69,38,859,0,1947,0,4773,5,1553,317
243,1512,68,25,3371,1,2519,0,7617,3,1428,164
239,2008,74,0,2712,0,471,0,4439,9,20,302
367,535,82,29,3160,0,3262,0,4643,10,1556,316
366,1702,84,29,806,0,263,0,6494,1,1556,316
360,504,75,7,3723,0,5677,0,2493,1,1556,316
356,577,79,37,1231,0,3210,0,3975,10,1556,316
354,131,68,37,1054,0,5581,5,6587,5,1556,316
218,2196,74,0,2236,0,205,0,2659,9,20,302
353,165,70,1,3747,0,5108,5,6246,10,1556,316
352,359,80,29,2030,0,3544,0,3164,9,1556,316
351,663,84,29,3160,0,636,0,4620,10,1556,316
349,577,84,28,1483,0,238,5,6048,1,1556,316
348,196,82,12,1964,0,1226,0,736,10,1556,316
38,1196,68,7,1242,0,2089,0,1906,3,1553,317
347,483,68,29,323,0,710,5,6401,3,1556,316
346,1095,84,7,1563,0,318,0,3777,1,1556,316
345,663,84,7,1685,0,229,5,2039,12,1556,316
344,504,82,9,1074,0,1470,5,3403,10,1556,316
343,993,79,12,1711,0,3232,5,1531,9,1556,316
339,406,83,20,2009,0,1402,0,4584,10,1556,316
338,504,82,29,3160,0,2114,0,4609,10,1556,316
337,577,84,19,1199,0,635,0,4118,1,1556,316
336,577,84,9,2143,0,824,0,3509,12,1556,316
335,514,68,22,1580,1,7243,0,6725,0,1572,304
17385,892,80,38,2299,4,3001,0,2,10,583,250
334,332,78,37,2857,0,5718,5,6639,5,1556,316
300,1637,83,12,3708,0,275,0,1778,12,2094,156
298,263,76,29,777,1,5410,0,3040,10,1573,303
281,2155,74,0,2713,0,1049,0,2093,9,20,302
261,1244,78,35,934,1,1266,0,6157,4,1428,164
259,1555,82,35,3909,1,1697,0,6138,10,1428,164
258,1836,77,33,3448,1,2791,0,7187,1,1428,164
257,2048,76,4,2486,1,1089,0,7563,4,1428,164
256,1512,79,4,417,1,3566,0,7553,10,1428,164
255,1883,83,2,3030,1,742,0,7973,1,1428,164
254,1637,81,4,337,1,2573,0,7379,10,1428,164
253,1244,81,7,1182,1,2703,0,2230,0,1428,164
252,1512,80,4,207,1,2573,0,7373,10,1428,164
251,1119,69,4,415,1,1916,0,7437,3,1428,164
250,1673,79,4,3946,1,2227,0,5845,1,1428,164
249,1793,82,12,2638,1,171,0,698,4,1428,164
208,1785,84,12,1763,0,141,4,2,11,1578,301
202,1553,81,32,17,0,2481,0,4188,9,20,302
182,765,76,29,3642,0,3062,4,2,11,1578,301
178,2155,74,0,382,0,246,0,606,9,20,302
137,1857,84,12,1497,0,453,0,3617,1,2016,249
116,1954,74,0,2712,0,500,0,2285,9,20,302
93,892,69,32,160,1,7508,1,2,0,1751,230
92,2190,82,12,3509,0,1301,0,1239,9,20,302
35,2029,81,12,1711,3,1641,0,1385,11,1831,314
31,2134,83,19,3871,3,670,0,229,1,1831,314
32,1116,75,12,2185,3,1063,0,3243,4,1831,314
33,2181,83,12,1640,3,1420,0,1167,1,1831,314
34,802,76,13,721,3,6685,0,2385,1,1831,314
28,1235,78,15,1258,0,3821,0,3887,1,1553,317
15,1042,71,25,3377,0,2181,0,7635,3,1553,317
15577,1490,80,13,3202,1,6281,0,2,0,1438,297
17375,231,69,24,204,1,4779,0,7992,5,500,270
17305,1938,77,7,3342,0,5338,0,2124,9,578,262
17288,1271,83,37,948,4,1366,0,7149,1,1034,291
17273,1442,81,7,1689,0,1352,0,2037,8,578,262
17272,1540,80,25,3464,0,8378,0,7749,8,578,262
17181,482,75,8,3674,0,6121,0,3326,8,578,262
17125,190,67,7,3688,1,4779,0,2,1,546,251
17107,362,70,7,3284,0,4779,0,2,0,70,232
17059,639,75,7,2505,1,2822,0,1927,10,498,266
17060,610,80,28,2584,1,2364,0,7141,5,498,266
17046,442,77,7,3405,1,4807,0,1849,10,498,266
17047,528,68,32,17,1,8259,0,625,9,498,266
17039,1648,77,32,300,0,8640,0,4155,9,578,262
15211,337,67,37,3764,3,8327,0,5628,11,1034,291
16975,763,72,34,3363,3,4269,0,2017,3,578,262
16971,519,45,7,921,1,4202,0,2015,0,73,236
16966,1578,73,7,3320,0,6620,0,2227,9,578,262
16919,736,72,13,3862,1,8237,0,6023,9,73,236
16866,1693,80,7,3318,0,4887,0,2089,9,578,262
16496,1794,79,12,1711,1,1266,0,2,9,578,262
16301,580,70,12,1492,1,8195,0,2,11,578,262
16286,1728,82,25,2118,1,1702,0,7637,0,1582,305
16281,1470,78,37,351,1,5878,0,2,0,509,286
16147,456,63,29,2030,1,3536,0,2,9,500,270
16103,62,56,28,2577,0,4779,0,2,0,556,279
15901,1366,75,37,3764,1,4779,1,2,11,1034,291
15814,296,68,38,2672,4,3466,0,4766,5,500,270
15102,539,14,9,3743,4,114,0,5992,11,500,270
15098,996,68,19,3897,1,6580,0,2884,1,556,279
15073,411,19,8,3868,3,0,0,7227,4,500,270
15059,101,68,12,0,0,4723,0,2,0,583,250
15051,663,78,29,2626,1,6451,0,6501,1,578,262
15049,140,66,7,3576,3,8182,0,2445,1,578,262
15044,519,71,16,3831,1,3637,0,6936,1,578,262
15039,216,70,30,2095,1,7574,0,1951,3,578,262
15037,220,73,37,1011,1,8146,0,5056,10,578,262
15033,600,72,7,3586,1,7882,4,2454,1,578,262
15029,224,70,28,2380,1,6573,0,6036,10,578,262
15026,269,70,15,2699,3,6388,4,5204,13,583,250
15021,2041,80,4,3947,1,4779,0,2,1,85,240
14974,1344,80,37,837,0,1180,0,5101,10,578,262
14918,996,41,7,954,3,4779,0,2,9,578,262
14846,1274,75,12,1833,0,6686,0,1547,9,578,262
14817,194,64,37,0,1,4779,0,2,0,578,262
14810,269,71,12,1964,1,4779,0,2,0,578,262
14803,194,72,24,409,3,4779,0,2,0,578,262
14676,2181,82,39,3849,3,8673,0,5148,0,25,217
14648,1530,81,12,1512,4,2125,0,3616,1,538,256
14647,592,78,12,1616,1,5731,0,1040,10,539,255
14310,104,63,37,1231,3,6656,0,2,10,556,279
13643,1388,79,7,991,0,3695,0,3654,8,578,262
13642,1310,81,35,3909,0,2314,5,6139,10,578,262
13630,1553,83,29,2030,4,4779,0,3316,11,500,270
13617,915,80,38,2129,0,3562,0,4737,8,578,262
14232,1987,78,12,1863,1,3083,0,1260,9,500,270
14213,1201,15,7,1404,0,3394,0,5413,8,578,262
14092,1490,72,13,3232,1,8437,0,2625,11,456,258
13988,1230,82,37,2957,4,2340,0,2,1,809,284
13923,1715,82,25,2113,1,369,0,7665,0,1582,305
13877,892,77,12,1711,1,7258,0,6017,11,578,262
13836,97,62,0,476,2,8071,0,6010,9,583,250
13665,108,68,29,3989,3,4779,0,2,1,509,286
13644,781,79,38,2768,0,3711,0,3201,10,578,262
13614,1212,72,37,1954,0,7611,0,6651,1,578,262
13608,668,71,7,3573,3,7643,0,2,1,500,270
13559,806,65,18,3984,1,3654,0,7155,3,1586,312
13334,739,77,38,2129,0,3224,0,7863,8,578,262
13332,452,72,19,2424,0,6454,0,2964,1,578,262
13330,736,78,38,2768,0,4021,0,3211,10,578,262
13329,935,77,38,3666,0,6883,0,7823,1,578,262
13328,714,79,38,859,0,5235,0,4790,8,578,262
13326,831,78,11,382,0,953,0,4105,8,578,262
13325,1269,77,32,44,0,3909,0,411,9,578,262
13324,1527,81,4,3919,0,2497,0,7571,1,578,262
13322,736,77,20,2714,0,4923,0,5900,10,578,262
13321,270,68,12,1640,0,8283,0,1182,1,578,262
13320,1241,80,39,3954,0,3236,0,7927,1,578,262
13318,577,68,19,3871,0,6568,0,2880,1,578,262
13317,1819,81,37,351,0,2637,0,6700,1,578,262
13316,1540,80,37,2208,0,2488,0,5695,1,578,262
13315,1442,83,15,1122,0,532,0,7200,8,578,262
13314,1732,80,25,2109,0,2899,0,4894,1,578,262
13313,452,78,16,728,0,5462,0,6953,10,578,262
13312,935,79,12,2049,0,3079,0,4340,10,578,262
13311,781,77,3,708,0,4628,0,7288,10,578,262
13310,1979,80,13,4010,0,4180,0,2403,1,578,262
13309,1611,72,32,314,0,6825,0,4296,9,578,262
13308,1142,80,12,1935,0,1021,0,4366,8,578,262
13307,1269,80,15,2694,0,2872,0,5233,8,578,262
13306,1067,77,19,2151,0,5042,0,342,1,578,262
13305,1344,79,13,721,0,4073,0,2386,1,578,262
13304,736,77,19,2424,0,5205,0,294,1,578,262
13303,663,77,37,2871,0,7676,0,6645,13,578,262
13302,895,82,29,3160,0,1193,0,4645,10,578,262
13301,577,73,35,2722,0,6634,0,4971,13,578,262
13300,1976,84,37,351,0,418,0,6680,1,578,262
13299,1889,80,37,3772,0,2826,0,5756,9,578,262
13298,1984,84,37,2208,0,382,0,5660,1,578,262
13297,767,81,16,1517,0,2727,0,5550,10,578,262
13296,748,78,37,1011,0,7372,0,5041,10,578,262
13295,1589,80,19,3871,0,2963,0,207,1,578,262
13294,1014,82,29,775,0,2959,0,3080,10,578,262
13293,1460,82,29,2532,0,1209,0,3022,10,578,262
13292,1540,81,22,2284,0,1022,0,6724,10,578,262
13123,892,81,0,2678,4,4124,0,2,8,431,292
13118,173,67,8,1208,0,4779,0,4827,0,509,286
13107,567,69,22,3041,1,6469,0,4022,1,578,262
13085,764,50,7,1242,3,2106,0,1889,4,251,246
13074,620,72,22,2285,1,6475,0,2,10,578,262
13055,101,59,37,1011,0,4779,0,2,10,583,250
13034,391,70,32,29,1,7153,0,2,11,49,237
12974,581,78,7,3411,4,4217,0,2,10,530,261
12921,341,68,9,1422,1,6321,0,2,1,578,262
12915,703,70,32,160,1,4672,0,2,11,578,262
12903,1050,79,27,1220,1,1406,0,2,3,578,262
12882,1116,80,37,2857,4,1926,0,2,10,578,262
12879,1619,76,32,174,1,7242,0,2,11,578,262
12860,1050,72,32,192,1,3616,0,2,11,578,262
12494,1860,81,12,2650,1,1387,0,2,4,556,279
12323,153,50,37,3532,3,8071,0,2,9,578,262
11894,1504,83,15,1122,1,4779,0,2,4,85,240
12313,406,78,29,2798,1,4779,0,2,1,578,262
12287,97,62,12,2638,3,4779,0,2,0,556,279
12174,262,71,12,3599,1,4741,0,2,10,556,279
12165,1530,79,19,3897,0,3001,0,206,8,500,270
12098,61,63,0,438,2,8555,0,2,10,1074,310
11990,337,65,7,3328,1,4779,0,2,9,509,286
11988,296,61,12,1745,3,8534,0,2,9,512,260
11957,1132,82,29,775,4,1750,0,3059,10,509,286
11956,203,57,22,3139,3,6301,0,2,4,500,270
11861,592,76,12,2638,1,5368,0,2,4,578,262
11853,1580,78,4,3946,1,4779,0,2,1,85,240
11836,122,62,13,3489,2,8363,0,2350,1,546,251
11759,122,41,7,2355,2,4837,0,6008,9,474,259
11318,775,67,12,1766,3,8641,0,1722,11,110,244
11245,1362,72,12,1868,0,7777,0,1717,9,578,262
11243,1324,71,7,3318,0,7163,0,2198,9,578,262
11240,748,80,8,116,0,3031,0,116,10,578,262
11238,1362,82,1,2237,0,1709,0,30,10,578,262
11235,1659,76,13,3234,0,8126,0,2558,9,578,262
11234,1605,81,15,2831,0,3524,0,5291,1,578,262
11230,781,72,35,2248,0,5899,0,6103,13,578,262
11228,1344,81,9,1061,0,2156,0,3429,8,578,262
10909,2086,65,4,2498,0,2447,0,7561,0,578,262
4258,1120,72,12,3510,3,6875,0,2,11,500,270
11226,935,80,15,1258,0,2332,5,5361,1,578,262
11223,1693,81,4,3932,0,3937,0,5851,1,578,262
11219,1540,83,9,1074,0,1667,0,3406,10,578,262
11218,1269,80,6,820,0,2184,0,1968,10,578,262
11151,337,75,15,1257,1,7832,0,2,0,1034,291
11075,186,69,39,3805,3,4779,0,2,0,1103,245
10928,318,75,38,2299,0,6342,0,4818,10,578,262
10927,611,61,4,4036,0,3724,0,5144,3,578,262
10926,714,73,4,3,0,3357,0,7507,8,578,262
10925,1499,81,4,207,0,1860,0,7423,10,578,262
10924,1454,81,1,3656,0,1908,0,56,10,578,262
10901,2086,65,4,2498,0,2433,0,7561,0,578,262
10611,848,79,24,1349,1,1608,0,2,0,500,270
10555,557,69,13,4026,0,8253,0,2362,1,578,262
10496,696,61,19,3871,1,1425,0,2,0,473,263
10277,736,77,15,1122,4,241,0,77,10,1570,349
10274,318,69,12,2021,3,3041,0,3622,12,1570,349
7170,915,71,7,3285,0,7107,0,3715,9,578,262
10273,504,73,7,1182,3,2456,0,2136,11,1570,349
10248,201,66,12,1640,1,8144,0,1181,1,500,270
10185,424,69,39,3964,0,6315,0,7905,1,578,262
10109,1987,77,12,1711,1,4779,0,2,9,85,240
10001,1101,77,7,2080,1,4779,0,2,8,478,265
9984,231,63,3,708,1,6521,0,7292,5,500,270
9980,696,63,7,2080,1,7452,0,2,8,479,264
9963,185,61,12,1711,3,4852,0,3623,9,556,279
9925,539,66,12,1766,3,6347,0,918,11,1034,291
9907,194,69,13,4025,3,8361,0,2,0,70,232
9887,636,71,13,4010,3,7859,0,2,1,578,262
9792,668,69,7,3284,3,7779,0,2,11,500,270
9456,693,72,17,2067,0,4271,0,6527,10,578,262
9067,1050,72,32,160,4,4672,0,2,11,578,262
9046,482,79,11,382,0,3598,0,4096,8,578,262
9045,633,78,7,2505,0,5667,0,1816,10,578,262
8953,490,55,12,2653,1,7370,0,712,5,509,286
8927,2032,77,13,3239,4,4663,0,2,0,1034,291
7169,1442,82,24,1342,0,860,0,6382,1,578,262
8871,633,75,37,3553,0,6112,0,5720,9,578,262
8449,1404,81,15,1258,0,1345,0,3883,1,578,262
8316,1605,81,25,1442,0,887,0,7694,10,578,262
8249,565,80,11,382,0,3137,0,4100,8,578,262
8069,381,61,7,1115,1,6892,0,2179,11,516,269
7697,1260,77,32,44,0,4059,0,413,9,578,262
7219,663,83,29,3834,0,2221,0,4676,10,497,267
7218,1324,83,20,3157,0,1919,0,7096,0,497,267
7217,1467,81,35,2722,0,1469,0,5022,1,497,267
7216,834,82,7,2505,0,1152,0,1913,10,497,267
7215,996,75,9,1061,0,4211,0,3342,4,497,267
7075,311,69,15,2694,0,8402,0,5218,8,578,262
6784,1938,77,7,3342,0,5338,0,2124,9,578,262
6753,456,76,16,1517,1,5238,0,2,0,556,279
6684,224,71,8,2762,1,6772,0,2,1,509,286
6656,482,75,8,3674,0,6121,0,3326,8,578,262
6638,1525,80,7,1005,4,3345,0,3652,0,1021,271
6633,1556,82,0,580,1,245,0,6358,10,1034,291
6455,1648,77,32,300,0,8640,0,4155,9,578,262
6377,645,76,7,1697,0,2511,0,2303,12,1570,349
6365,2037,82,0,488,5,27,0,7747,8,1034,291
6222,581,68,0,445,1,2885,0,7427,3,500,270
6204,122,50,19,1093,3,8313,0,2,7,500,270
6071,1569,81,12,2638,1,173,0,2,4,519,334
6053,829,83,12,1939,4,1531,0,4362,5,574,281
6051,298,71,37,1231,0,7174,0,3175,10,574,281
6047,647,76,7,3578,3,7406,0,3301,0,511,268
6043,1203,77,28,2382,1,5467,0,6032,10,500,270
6042,504,80,12,1935,1,1782,0,4367,5,578,262
6041,406,78,12,1937,1,1891,4,4364,5,578,262
6040,406,71,7,3286,1,8200,0,2170,11,578,262
6039,452,69,29,2043,1,7558,0,3122,1,578,262
6038,269,76,12,1601,1,7540,0,1024,1,578,262
6036,186,70,20,3415,1,5606,0,7063,1,578,262
6035,160,62,23,1209,1,6492,0,2991,10,578,262
6034,232,64,9,1374,1,6736,0,106,11,578,262
6033,258,66,12,2937,1,4588,0,1764,11,578,262
6029,406,76,7,2506,1,5474,0,1915,10,578,262
6028,258,72,16,3391,1,7288,0,5592,10,578,262
6027,344,73,12,2057,1,4462,0,4373,10,578,262
6026,182,64,7,1009,1,8059,0,3659,4,578,262
6025,736,81,19,2808,1,4779,0,251,1,578,262
6015,1623,72,12,3510,1,4779,0,2,9,85,240
6014,2067,79,32,160,1,4779,0,2,9,85,240
6013,1903,76,32,160,1,4779,0,2,9,85,240
6011,2041,81,13,4010,1,4779,0,2,1,85,240
6010,1623,71,32,296,1,4779,0,2,9,85,240
6008,1623,78,0,616,1,4779,0,2,10,85,240
6007,1580,80,23,2669,1,4779,0,2,1,85,240
6006,949,72,32,17,1,4779,0,2,9,85,240
6001,82,61,23,0,3,7189,0,2998,10,500,270
5999,1903,79,12,1711,1,4779,0,2,9,85,240
5473,142,66,24,851,3,7514,0,2,11,581,262
5031,2105,81,13,3239,0,1933,0,2567,11,497,267
5460,114,59,37,1011,3,8080,0,2,10,578,262
5415,1592,59,12,2374,3,7648,0,1786,11,1567,308
5414,1674,68,0,498,3,3218,0,1801,11,1567,308
5396,723,72,7,3327,3,8299,0,2217,11,1570,349
5390,1023,69,7,3327,1,4682,0,2200,11,1570,349
5388,781,72,12,1711,3,4481,0,1661,11,1570,349
5032,996,75,9,1061,0,4211,0,3342,4,497,267
4899,1180,65,12,1912,1,1513,0,2,0,525,276
4887,1201,15,7,1404,0,3394,0,5413,8,578,262
5386,645,71,12,1801,3,6118,0,1663,11,1570,349
5385,577,76,15,1122,3,1032,0,67,10,1570,349
5384,736,76,7,3573,3,7782,0,2501,1,1570,349
5382,1324,73,7,3312,3,3437,0,2069,11,1570,349
5379,693,72,7,3327,3,8299,0,2217,11,542,254
5377,519,73,7,1182,3,2456,0,2136,11,1570,349
5292,1428,76,19,3871,0,4779,0,2,0,82,235
5192,633,78,20,2714,0,5445,0,7055,10,578,262
5042,1120,82,12,2642,3,3317,0,852,3,556,279
5039,1147,81,3,677,0,1258,0,7266,10,497,267
5038,1467,81,35,2722,0,1469,0,5022,1,497,267
5035,663,83,29,3834,0,2221,0,4676,10,497,267
5036,1071,83,16,3391,0,389,0,5564,10,497,267
5037,834,82,7,2505,0,1152,0,1913,10,497,267
5033,1324,83,20,3157,0,1919,0,7096,0,497,267
5034,918,82,12,2049,0,1439,0,4336,10,497,267
4885,834,72,7,827,1,6700,0,2,11,251,246
4861,1412,81,9,1074,1,4779,0,2,10,85,240
4860,1025,69,7,1242,1,4779,0,2,4,85,240
4859,1948,79,13,3239,1,4779,0,2,9,85,240
4858,1412,79,4,412,1,4779,0,2,10,85,240
4857,870,75,12,1640,1,4779,0,2,1,85,240
4856,1580,76,12,3508,1,4779,0,2,9,85,240
4855,1876,80,12,3509,1,4779,0,2,9,85,240
4853,2111,84,12,3511,1,4779,0,2,0,85,240
4852,1545,80,12,2638,1,4779,0,2,4,85,240
4851,1965,77,12,3509,1,4779,0,2,9,85,240
4850,1948,81,22,2193,1,4779,0,2,1,85,240
4845,647,77,15,746,3,4779,0,2,4,500,270
4427,1290,79,12,1505,1,4977,1,3581,1,500,270
4214,1310,81,35,3909,0,2314,5,6139,10,578,262
4213,633,77,38,2768,0,4547,0,3200,10,578,262
4212,781,79,38,2768,0,3711,0,3201,10,578,262
4210,1794,33,0,443,1,3566,0,5997,4,546,251
4208,194,69,0,674,3,4779,4,2364,1,509,286
4203,2101,85,7,1185,5,6,0,2197,9,1619,243
4198,1388,79,7,991,0,3695,0,3654,8,578,262
4155,1212,72,37,1954,0,7611,0,6651,1,578,262
4153,482,75,38,2768,0,3497,0,7854,10,578,262
4152,1093,72,22,2192,0,7635,0,6792,1,578,262
4151,1560,78,22,2179,0,2931,0,6729,10,578,262
4150,915,80,8,3674,0,4146,0,3464,8,578,262
4149,915,80,38,2129,0,3562,0,4737,8,578,262
2509,739,77,38,2129,0,3224,0,7863,8,578,262
4126,2152,83,12,1726,4,625,0,3277,7,1021,271
4081,1937,81,7,3307,0,2324,0,4447,0,1021,271
4025,419,70,25,898,1,4313,0,2,10,71,234
3832,1011,68,32,17,1,3317,0,623,9,556,279
3725,337,59,19,3908,0,4779,0,2,0,500,270
3722,1674,80,29,2688,0,3911,0,2,0,509,286
3715,937,82,7,2506,1,2019,0,1928,0,1021,271
3678,158,56,9,1373,3,5992,0,104,11,356,248
3607,411,28,8,233,3,3090,0,5990,10,492,273
3568,1948,79,13,3239,1,4779,0,2,9,85,240
3175,1710,80,37,3769,1,3754,0,5827,11,485,274
2491,1611,72,32,314,0,6825,0,4296,9,578,262
3556,391,59,7,3284,1,8460,0,2,9,546,251
3527,577,69,12,1711,1,7258,0,1644,11,500,270
3459,2078,80,32,179,0,3466,0,2,9,1021,271
3408,704,73,25,897,1,4277,0,7625,10,476,275
3399,270,68,12,1640,0,8283,0,1182,1,578,262
3360,130,59,35,2407,4,8398,0,4922,5,578,262
3254,1134,73,12,1719,1,6529,0,1660,9,571,253
3218,783,78,1,3747,1,3771,0,6249,10,500,270
3192,391,75,27,1220,1,5765,0,7768,3,507,280
2490,1067,77,19,2151,0,5042,0,342,1,578,262
3141,586,65,32,160,3,8563,4,4091,11,578,262
3113,1738,79,4,3946,1,4779,0,2,1,85,240
3112,870,75,12,1640,1,4779,0,2,1,85,240
3111,1580,76,12,3508,1,4779,0,2,9,85,240
3110,1876,80,12,3509,1,4779,0,2,9,85,240
3109,2067,79,32,160,1,4779,0,2,9,85,240
3108,1504,79,32,160,1,4779,0,2,9,85,240
3107,1662,81,32,17,1,4779,0,2,9,85,240
3106,1290,72,37,3532,1,4779,0,2,9,85,240
3105,1965,77,12,3509,1,4779,0,2,9,85,240
3104,1412,80,12,1657,1,4779,0,2,1,85,240
3103,1824,77,32,296,1,4779,0,2,9,85,240
3102,1824,81,25,2120,1,4779,0,2,1,85,240
3101,1623,78,6,1592,1,4779,0,2,1,85,240
3091,535,77,16,3391,0,7233,0,6995,10,578,262
3077,945,76,0,652,3,4622,0,5973,11,537,256
2982,1120,59,0,533,3,5444,0,2836,11,1567,308
2488,736,77,19,2424,0,5205,0,294,1,578,262
2948,337,66,35,2256,1,7969,0,6095,5,500,270
2937,1241,80,39,3954,0,3236,0,7927,1,578,262
2936,258,62,7,816,1,6146,0,2139,0,579,283
2935,831,79,38,2768,1,2504,0,3199,10,579,283
2934,1895,83,13,1032,1,839,0,2645,9,579,283
2916,0,62,12,1642,0,756,0,2,0,83,231
2820,1076,68,22,2196,1,5334,0,6793,1,1034,291
2814,861,75,5,1542,1,5666,0,5327,1,1021,271
2812,1400,79,7,3574,1,5560,0,2512,1,1042,290
2806,1395,82,38,3626,4,1231,0,7837,0,1034,291
2524,170,68,29,3160,0,7320,0,4599,0,574,281
2805,1656,81,35,3913,4,1453,0,6153,0,1021,271
2803,982,78,12,1673,1,5943,0,2,1,1021,271
2798,1451,81,25,945,4,2245,0,5159,10,1021,271
2795,1345,80,3,689,4,854,0,7303,0,1021,271
2792,1493,83,7,2518,4,507,0,1933,0,1034,291
2636,1530,34,12,3663,1,4779,0,2,4,1034,291
2556,149,59,37,359,3,8239,0,2,1,1034,291
2540,177,70,29,3129,3,7898,0,4660,10,1034,291
2520,220,44,7,1242,2,4779,0,2,0,578,262
2508,452,72,19,2424,0,6454,0,2964,1,578,262
2507,736,78,38,2768,0,4021,0,3211,10,578,262
2506,935,77,38,3666,0,6883,0,7823,1,578,262
2505,714,77,38,2768,0,4547,0,3200,10,578,262
2502,1540,78,37,351,0,6752,0,6696,1,578,262
2501,714,79,38,859,0,5235,0,4790,8,578,262
2500,824,79,38,2768,0,3711,0,3201,10,578,262
2499,1269,77,32,44,0,3909,0,411,9,578,262
2497,736,77,20,2714,0,4923,0,5900,10,578,262
2495,1900,80,33,3448,0,3764,0,7195,1,578,262
2493,1732,80,25,2109,0,2899,0,4894,1,578,262
2492,452,78,16,728,0,5462,0,6953,10,578,262
2487,831,78,20,2714,0,5844,0,5903,10,578,262
2486,663,77,37,2871,0,7676,0,6645,13,578,262
2484,895,82,29,3160,0,1193,0,4645,10,578,262
2483,577,68,19,3871,0,6568,0,2880,1,578,262
2482,1819,81,37,351,0,2637,0,6700,1,578,262
