lat,long
37.1756,-113.608
37.0831,-113.558
40.9318,-109.392
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.0029,-112.966
37.0979,-113.233
37.1756,-113.608
36.8113,-114.123
37.1756,-113.608
37.179,-113.707
35.9917,-115.107
37.1204,-113.609
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1364,-113.505
37.1756,-113.608
36.2783,-115.02
37.1756,-113.608
37.1364,-113.505
37.1364,-113.505
37.0831,-113.558
37.7698,-111.598
37.0979,-113.233
37.0995,-113.61
37.0979,-113.233
37.0831,-113.558
37.1756,-113.608
36.2783,-115.02
37.1282,-113.676
37.0491,-113.612
36.5935,-114.468
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.0831,-113.558
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.6775,-113.062
37.8981,-114.397
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.0831,-113.558
37.1756,-113.608
37.0475,-113.604
40.3947374591444,-86.30039460674618
40.3947374591444,-86.30039460674618
37.1756,-113.608
40.3947374591444,-86.30039460674618
37.0831,-113.558
37.1756,-113.608
36.2783,-115.02
37.0559,-113.588
37.0831,-113.558
37.0563,-113.589
37.1364,-113.505
37.6775,-113.062
36.1302,-115.275
37.1756,-113.608
37.0831,-113.558
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.0979,-113.233
37.6775,-113.062
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1038,-113.576
37.1756,-113.608
37.0803,-113.581
37.0803,-113.581
37.0803,-113.581
37.0803,-113.581
37.0803,-113.581
37.1756,-113.608
37.1756,-113.608
37.1364,-113.505
37.0979,-113.233
37.1756,-113.608
37.6705,-113.549
37.6775,-113.062
37.1756,-113.608
40.3947374591444,-86.30039460674618
37.6775,-113.062
37.0831,-113.558
37.0831,-113.558
37.1089,-95.7776
37.1677,-113.415
37.1677,-113.415
37.0992,-113.579
37.0831,-113.558
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
36.2783,-115.02
36.2783,-115.02
36.2783,-115.02
36.2783,-115.02
36.2783,-115.02
36.2783,-115.02
36.2783,-115.02
36.2783,-115.02
37.0831,-113.558
36.2783,-115.02
37.1777,-113.608
37.0803,-113.581
37.1756,-113.608
40.3179,-111.704
40.3179,-111.704
40.3947374591444,-86.30039460674618
40.3947374591444,-86.30039460674618
40.3947374591444,-86.30039460674618
37.0803,-113.581
37.1163,-113.53
37.1756,-113.608
40.3947374591444,-86.30039460674618
40.3947374591444,-86.30039460674618
40.3947374591444,-86.30039460674618
40.3947374591444,-86.30039460674618
37.1263,-113.636
40.3947374591444,-86.30039460674618
36.2589,-115.172
37.1756,-113.608
37.1364,-113.505
37.0803,-113.581
37.0803,-113.581
37.0803,-113.581
37.0803,-113.581
37.0803,-113.581
37.0803,-113.581
37.0803,-113.581
36.8113,-114.123
36.2783,-115.02
36.2783,-115.02
36.2783,-115.02
36.2783,-115.02
36.2783,-115.02
36.2783,-115.02
36.2783,-115.02
36.2783,-115.02
36.2783,-115.02
36.2783,-115.02
36.2783,-115.02
37.0831,-113.558
37.0831,-113.558
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1282,-113.676
37.0979,-113.233
42.7178,-114.501
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.6705,-113.549
37.6705,-113.549
36.1433,-115.2
37.1364,-113.505
37.0831,-113.558
37.0979,-113.233
37.6705,-113.549
36.8872,-113.93
37.063,-113.54
36.2783,-115.02
37.0582,-113.535
37.1756,-113.608
37.1282,-113.676
37.0831,-113.558
37.6705,-113.549
37.0521,-113.534
37.1756,-113.608
37.1756,-113.608
37.1648,-113.656
37.0831,-113.558
37.0953,-113.492
37.1756,-113.608
37.1756,-113.608
36.2783,-115.02
36.2783,-115.02
36.2783,-115.02
36.2783,-115.02
36.2783,-115.02
36.2783,-115.02
36.2783,-115.02
36.2783,-115.02
36.2783,-115.02
36.2783,-115.02
36.2783,-115.02
36.2783,-115.02
36.2783,-115.02
37.1756,-113.608
37.1253,-113.623
40.3179,-111.704
37.1756,-113.608
37.0831,-113.558
37.1756,-113.608
37.1763,-113.295
37.1763,-113.295
37.1763,-113.295
36.2765,-115.288
37.6775,-113.062
37.6705,-113.549
37.6919,-113.066
37.6775,-113.062
37.1677,-113.415
37.6705,-113.549
37.6705,-113.549
37.6705,-113.549
37.6705,-113.549
37.6775,-113.062
37.6775,-113.062
37.6775,-113.062
37.6775,-113.062
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1255,-113.623
37.1364,-113.505
37.1756,-113.608
36.0811,-115.217
37.0803,-113.581
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.0213,-113.523
37.0979,-113.233
37.8788,-113.204
37.0475,-112.526
37.1756,-113.608
37.1328,-95.7856
37.1756,-113.608
37.0803,-113.581
37.0803,-113.581
37.0803,-113.581
37.0803,-113.581
37.1364,-113.505
37.2854,-113.305
37.1308,-113.512
37.0831,-113.558
37.1756,-113.608
37.1364,-113.505
37.0831,-113.558
36.8101,-114.072
36.149,-115.104
36.149,-115.104
37.6775,-113.062
36.2783,-115.02
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
36.6916,-114.651
37.0831,-113.558
37.1756,-113.608
37.0831,-113.558
37.0597,-113.66
36.2783,-115.02
37.1756,-113.608
37.1756,-113.608
37.1756,-113.608
37.6775,-113.062
37.1763,-113.295
37.1763,-113.295
37.2316,-113.245
37.1756,-113.608
36.2783,-115.02
37.6775,-113.062
37.1756,-113.608
38.2811,-112.636
37.0831,-113.558
37.0831,-113.558
37.1364,-113.505
37.1756,-113.608
37.0831,-113.558
37.1756,-113.608
37.6775,-113.062
37.6775,-113.062
9.01905,-112.905
37.1226,-113.614
37.0803,-113.581
37.0803,-113.581
37.0803,-113.581
37.0803,-113.581
37.0803,-113.581
37.0803,-113.581
37.0803,-113.581
37.0803,-113.581
37.1677,-113.415
36.2783,-115.02
36.2783,-115.02
36.2783,-115.02
36.2783,-115.02
36.2783,-115.02
36.2783,-115.02
36.2783,-115.02
37.0831,-113.558
37.0831,-113.558
37.0598,-113.544
37.1756,-113.608
37.0457,-113.076
37.1756,-113.608
37.1756,-113.608
42.7437,-71.2007
37.1756,-113.608
37.6775,-113.062
37.0831,-113.558
37.6775,-113.062
37.1756,-113.608
37.1308,-113.512
37.1163,-113.53
37.1677,-113.415
37.1364,-113.505
37.1364,-113.505
44.1687,-73.3883
44.3003,-73.295
44.2524,-73.3296
37.6676,-113.084
44.512,-73.2492
44.3227,-72.9964
44.7402,-73.2899
43.0663,-71.447
43.0663,-71.447
43.0663,-71.447
43.6423,-72.2518
43.0663,-71.447
43.0663,-71.447
43.0663,-71.447
43.0663,-71.447
42.7437,-71.2007
43.0663,-71.447
43.0663,-71.447
43.0663,-71.447
43.0663,-71.447
42.5959,-72.2267
43.7404,-72.3016
44.934,-72.194
44.9393,-72.2065
44.1945,-72.4936
44.1945,-72.4936
44.5035,-73.0906
44.4949,-73.1874
44.1945,-72.4936
42.6344,-71.2983
43.7052,-72.305
43.7413,-72.2663
44.1945,-72.4936
43.6882,-72.4037
44.7412,-72.8827
44.4766,-73.1896
42.6404,-72.4995
44.5035,-73.0906
43.2972,-72.4712
44.4029,-72.9945
44.4576,-73.1453
42.7437,-71.2007
44.0006,-72.1406
44.4272,-72.0051
42.8574,-72.5933
44.209,-72.5146
44.6483,-73.1317
43.9919,-73.1716
43.5008,-71.5171
42.8656,-71.3772
42.7683,-72.9853
44.536,-73.2022
44.2227,-72.5672
44.4711,-73.2146
43.4512,-71.48899999999998
43.4512,-71.48899999999998
42.835,-71.1078
40.4688,-74.2817
43.4512,-71.48899999999998
44.6023,-73.1614
44.6023,-73.1614
44.6023,-73.1614
44.6023,-73.1614
44.6023,-73.1614
44.6023,-73.1614
44.6023,-73.1614
44.6023,-73.1614
44.6023,-73.1614
44.6023,-73.1614
44.6023,-73.1614
44.6023,-73.1614
44.6023,-73.1614
44.6023,-73.1614
42.9944,-71.4884
42.9944,-71.4884
42.9944,-71.4884
42.9944,-71.4884
42.9944,-71.4884
42.9944,-71.4884
42.9944,-71.4884
42.9944,-71.4884
42.9944,-71.4884
42.9944,-71.4884
42.9944,-71.4884
42.9944,-71.4884
42.9944,-71.4884
42.9944,-71.4884
42.9944,-71.4884
44.2828,-72.4926
44.458,-73.1465
44.4578,-73.1455
44.4581,-73.1459
42.9944,-71.4884
44.4579,-73.1458
40.4688,-74.2817
42.9944,-71.4884
44.4578,-73.1458
44.458,-73.1461
44.4577,-73.1459
44.458,-73.1455
44.2828,-72.4926
42.9944,-71.4884
42.9944,-71.4884
42.9944,-71.4884
42.9944,-71.4884
42.9944,-71.4884
42.9944,-71.4884
42.9944,-71.4884
42.9944,-71.4884
44.458,-73.1459
40.4688,-74.2817
42.9944,-71.4884
42.9944,-71.4884
42.9944,-71.4884
42.9944,-71.4884
42.9944,-71.4884
42.9944,-71.4884
44.6182,-73.006
42.9944,-71.4884
42.7437,-71.2007
42.9944,-71.4884
42.9944,-71.4884
42.9944,-71.4884
42.9944,-71.4884
43.7404,-72.3016
44.4578,-73.1461
44.4583,-73.146
44.4575,-73.1467
40.4688,-74.2817
43.8195,-72.6528
43.0466,-73.3814
44.4863,-73.2098
44.536,-73.2022
42.835,-71.1078
44.484,-73.2199
42.7544,-72.01899999999998
44.4579,-73.1455
44.4574,-73.1447
44.4574,-73.1466
44.4579,-73.1451
42.835,-71.1078
43.5008,-71.5171
44.4328,-73.096
42.5959,-72.2267
44.4513,-73.1796
44.5035,-73.0906
42.8656,-71.3772
44.484,-73.2199
42.8574,-72.5933
43.593,-73.2663
43.9538,-73.3476
53.0324,-100.641
43.3034,-72.4778
44.6483,-73.1317
40.4688,-74.2817
44.4761,-73.1193
44.4761,-73.1192
44.4761,-73.1193
44.4761,-73.1194
44.476000000000006,-73.1193
44.4763,-73.1194
44.4761,-73.1194
44.4761,-73.1193
44.476000000000006,-73.1193
44.4761,-73.1194
44.4761,-73.1193
44.4761,-73.1194
44.476000000000006,-73.1193
44.476000000000006,-73.1194
44.4761,-73.1194
44.4761,-73.1193
44.4761,-73.1194
44.476000000000006,-73.1194
44.4761,-73.1194
44.476000000000006,-73.1193
44.4761,-73.1193
44.4761,-73.1193
42.6013,-72.6236
44.4761,-73.1194
44.476000000000006,-73.1192
44.4761,-73.1193
44.4759,-73.1193
40.4688,-74.2817
44.476000000000006,-73.1194
43.7198,-73.2203
44.4513,-73.1796
42.1318,-71.263
44.1326,-73.2793
43.1379,-72.5098
43.4426,-71.6491
43.4426,-71.6491
43.4512,-71.48899999999998
43.4426,-71.6491
43.9919,-73.1716
42.0794,-71.04
43.4512,-71.48899999999998
43.4512,-71.48899999999998
40.3947374591444,-86.30039460674618
40.3947374591444,-86.30039460674618
40.4688,-74.2817
40.3947374591444,-86.30039460674618
40.3947374591444,-86.30039460674618
40.3947374591444,-86.30039460674618
40.3947374591444,-86.30039460674618
40.3947374591444,-86.30039460674618
40.3947374591444,-86.30039460674618
42.769,-71.4121
43.3237,-72.5084
40.3947374591444,-86.30039460674618
44.8348,-73.0801
42.9133,-71.0639
43.4426,-71.6491
42.7841,-73.9094
42.7841,-73.9094
42.7841,-73.9094
42.7841,-73.9094
42.7841,-73.9094
44.209,-72.5146
44.5035,-73.0906
44.9426,-72.2008
44.536,-73.2022
40.4688,-74.2817
44.9426,-72.2008
44.9426,-72.2008
44.3367,-72.9993
44.9502,-72.1376
43.4646,-72.4944
43.4426,-71.6491
42.8874,-71.30199999999998
44.1889,-72.8283
42.7437,-71.2007
42.7437,-71.2007
44.209,-72.5146
44.4949,-73.1874
44.536,-73.2022
44.9502,-72.1376
43.5008,-71.5171
44.507,-72.3638
43.9046,-72.1505
40.4688,-74.2817
44.8355,-73.0807
44.00100000000001,-73.1474
44.00100000000001,-73.1474
44.00100000000001,-73.1474
44.00100000000001,-73.1474
44.00100000000001,-73.1474
44.00100000000001,-73.1474
40.3947374591444,-86.30039460674618
44.00100000000001,-73.1474
44.00100000000001,-73.1474
42.8874,-71.30199999999998
44.00100000000001,-73.1474
42.8827,-73.1923
43.6917,-72.4064
43.9046,-72.1505
44.484,-73.2199
44.484,-73.2199
44.484,-73.2199
42.7565,-72.5115
44.484,-73.2199
42.7565,-72.5115
44.4951,-73.1962
44.4513,-73.1796
42.835,-71.1078
42.835,-71.1078
44.5851,-73.5293
44.484,-73.2199
42.835,-71.1078
42.7565,-72.5115
42.9656,-71.4493
44.39,-73.2171
43.5008,-71.5171
42.7565,-72.5115
42.7565,-72.5115
42.7565,-72.5115
44.1596,-72.4511
42.7565,-72.5115
44.484,-73.2199
42.7565,-72.5115
42.7437,-71.2007
42.7437,-71.2007
42.9944,-71.4884
42.9944,-71.4884
42.9944,-71.4884
42.9944,-71.4884
42.9944,-71.4884
42.9944,-71.4884
42.9944,-71.4884
42.9944,-71.4884
42.9944,-71.4884
44.484,-73.2199
44.9168,-73.1211
42.9713,-71.4135
44.5035,-73.0906
43.4559,-72.5374
42.7437,-71.2007
43.7475,-72.611
43.7206,-72.4147
43.8065,-73.0882
43.2636,-73.0766
43.4426,-71.6491
43.4426,-71.6491
43.4426,-71.6491
42.7437,-71.2007
42.7437,-71.2007
43.4426,-71.6491
43.4426,-71.6491
43.4426,-71.6491
43.4426,-71.6491
43.4426,-71.6491
43.4426,-71.6491
43.4426,-71.6491
43.4426,-71.6491
43.4426,-71.6491
44.6023,-73.1614
44.6023,-73.1614
44.6023,-73.1614
44.6023,-73.1614
44.6023,-73.1614
44.6023,-73.1614
44.6023,-73.1614
43.4426,-71.6491
42.7437,-71.2007
42.7437,-71.2007
43.4426,-71.6491
43.4426,-71.6491
43.4426,-71.6491
43.4426,-71.6491
43.4426,-71.6491
43.4426,-71.6491
42.9213,-70.8593
43.8862,-73.3054
43.4426,-71.6491
44.8344,-73.0802
43.4426,-71.6491
44.5035,-73.0906
43.3316,-73.64699999999998
40.4688,-74.2817
40.4688,-74.2817
40.4688,-74.2817
44.3346,-73.098
40.4688,-74.2817
40.4688,-74.2817
40.4688,-74.2817
42.7437,-71.2007
42.7437,-71.2007
40.4688,-74.2817
40.4688,-74.2817
40.4688,-74.2817
40.4688,-74.2817
40.4688,-74.2817
40.4688,-74.2817
40.4688,-74.2817
40.4688,-74.2817
40.4688,-74.2817
40.4688,-74.2817
40.4688,-74.2817
40.4688,-74.2817
40.4688,-74.2817
40.4688,-74.2817
40.4688,-74.2817
40.4688,-74.2817
40.4688,-74.2817
40.4688,-74.2817
40.4688,-74.2817
40.4688,-74.2817
40.4688,-74.2817
40.4688,-74.2817
40.4688,-74.2817
40.4688,-74.2817
40.4688,-74.2817
40.4688,-74.2817
42.7437,-71.2007
40.4688,-74.2817
40.4688,-74.2817
40.4688,-74.2817
40.4688,-74.2817
40.4688,-74.2817
40.4688,-74.2817
40.4688,-74.2817
40.4688,-74.2817
40.4688,-74.2817
40.4688,-74.2817
40.4688,-74.2817
42.7437,-71.2007
42.7437,-71.2007
42.7437,-71.2007
42.7437,-71.2007
43.8149,-72.2662
44.111,-72.8609
42.7437,-71.2007
44.9502,-72.1376
44.209,-72.5146
44.209,-72.5146
43.5008,-71.5171
44.39,-73.2171
43.0729,-70.8052
44.9502,-72.1376
44.8353,-73.0812
44.4949,-73.1874
43.9734,-73.1062
42.8791,-71.3023
40.3947374591444,-86.30039460674618
43.4512,-71.48899999999998
43.4512,-71.48899999999998
43.4512,-71.48899999999998
43.5727,-71.4781
43.5727,-71.4781
44.9591,-72.0688
44.9502,-72.1376
44.2523,-73.2274
44.3701,-72.4882
42.0794,-71.04
44.4513,-73.1796
42.8874,-71.30199999999998
42.0794,-71.04
42.0794,-71.04
42.0794,-71.04
44.4602,-73.1508
44.4602,-73.1508
44.4602,-73.1508
42.0794,-71.04
42.835,-71.1078
42.0794,-71.04
44.4387,-73.2196
42.717,-71.4208
44.4367,-73.0957
44.9393,-72.2065
42.835,-71.1078
42.7437,-71.2007
42.7437,-71.2007
42.7437,-71.2007
42.7437,-71.2007
42.7437,-71.2007
42.7437,-71.2007
42.7437,-71.2007
42.7437,-71.2007
42.7437,-71.2007
42.7437,-71.2007
42.7437,-71.2007
42.7437,-71.2007
42.7437,-71.2007
42.835,-71.1078
44.408,-73.1915
43.5008,-71.5171
43.4487,-72.7956
44.459,-72.9552
44.4367,-73.0957
44.4421,-73.0825
44.1663,-73.2539
43.1715,-71.6709
40.3947374591444,-86.30039460674618
40.3947374591444,-86.30039460674618
40.3947374591444,-86.30039460674618
40.3947374591444,-86.30039460674618
40.3947374591444,-86.30039460674618
40.3947374591444,-86.30039460674618
40.3947374591444,-86.30039460674618
40.3947374591444,-86.30039460674618
40.3947374591444,-86.30039460674618
40.3947374591444,-86.30039460674618
44.4437,-73.2097
43.6722,-72.3813
43.9919,-73.1716
44.4513,-73.1796
44.4328,-73.096
43.5781,-73.0424
44.5377,-73.2469
44.3873,-72.9533
44.7395,-72.16
43.0663,-71.447
43.0663,-71.447
43.0663,-71.447
44.4584,-73.1286
44.7812,-72.2491
42.835,-71.1078
43.9553,-72.5487
43.5008,-71.5171
44.4318,-73.0959
44.8781,-73.3386
42.9012,-73.2033
42.8727,-73.2155
43.3149,-73.5746
43.3149,-73.5746
43.5254,-73.2283
43.3149,-73.5746
43.3149,-73.5746
43.3149,-73.5746
44.9393,-72.2065
44.3877,-73.2247
44.4513,-73.1796
42.835,-71.1078
44.3346,-73.098
42.835,-71.1078
44.4949,-73.1874
44.1126,-73.1735
44.4513,-73.1796
43.5008,-71.5171
44.8286,-73.0822
36.984,-95.9031
44.8111,-73.089
44.512,-73.2492
44.6211,-73.1317
43.4512,-71.48899999999998
44.4513,-73.1796
43.4512,-71.48899999999998
44.4395,-73.2102
44.4395,-73.2102
44.4395,-73.2102
44.4395,-73.2102
44.4395,-73.2102
44.4395,-73.2102
44.6927,-73.46600000000002
44.5288,-72.3034
43.5008,-71.5171
44.4827,-73.1585
43.0448,-71.3
44.484,-73.2199
44.3828,-72.708
43.7086,-73.0314
44.536,-73.2022
44.536,-73.2022
44.536,-73.2022
44.2261,-73.0157
44.5544,-73.1914
44.9773,-73.4466
44.209,-72.5146
44.9773,-73.4466
44.209,-72.5146
44.536,-72.4533
44.9773,-73.4466
42.9133,-71.0639
42.6022,-72.7391
42.9133,-71.0639
44.9773,-73.4466
42.9133,-71.0639
42.835,-71.1078
44.9773,-73.4466
44.6483,-73.1317
40.8317,-73.9738
44.8238,-72.102
44.2641,-72.577
42.9133,-71.0639
43.4872,-72.8719
43.5781,-73.0424
44.8342,-73.074
43.0356,-72.5123
43.5008,-71.5171
42.788,-73.2162
43.1379,-72.5098
44.1945,-72.4936
44.5035,-73.0906
42.9777,-73.8498
42.1318,-71.263
44.6924,-73.0241
44.4513,-73.1796
43.7123,-72.4176
44.536,-73.2022
44.8111,-73.089
44.9393,-72.2065
42.1318,-71.263
40.3947374591444,-86.30039460674618
40.3947374591444,-86.30039460674618
40.3947374591444,-86.30039460674618
40.3947374591444,-86.30039460674618
40.3947374591444,-86.30039460674618
40.3947374591444,-86.30039460674618
40.3947374591444,-86.30039460674618
43.0073,-71.4482
44.4602,-73.1508
40.3947374591444,-86.30039460674618
40.3947374591444,-86.30039460674618
40.3947374591444,-86.30039460674618
44.9773,-73.4466
44.9773,-73.4466
42.5959,-72.2267
44.9773,-73.4466
44.8111,-73.089
42.5959,-72.2267
44.4332,-72.1133
44.4367,-73.0957
44.9773,-73.4466
43.1482,-72.4664
42.5959,-72.2267
44.9773,-73.4466
42.5959,-72.2267
44.9773,-73.4466
42.9403,-71.5213
42.1318,-71.263
44.9773,-73.4466
42.769,-71.4121
42.9722,-71.6864
42.9944,-71.4884
44.9773,-73.4466
44.458,-73.1465
44.4578,-73.1455
44.4581,-73.1459
44.4578,-73.1458
44.458,-73.1461
44.4577,-73.1459
44.458,-73.1455
42.7882,-71.2337
44.4578,-73.1461
44.4583,-73.146
44.4579,-73.1455
44.1962,-72.4998
44.4574,-73.1447
44.4576,-73.1453
44.4579,-73.1458
44.458,-73.1459
44.4574,-73.1466
44.3873,-72.9533
42.8791,-71.3032
44.9773,-73.4466
43.9526,-73.4665
44.8349,-73.0808
42.8874,-71.30199999999998
43.9734,-73.1062
42.9133,-71.0639
44.8342,-73.0742
44.8337,-73.0754
43.5008,-71.5171
44.8335,-73.0751
42.9527,-71.3541
25.8902,-80.2101
44.8333,-73.0745
44.8333,-73.0747
44.9773,-73.4466
44.8344,-73.0745
44.8348,-73.0754
44.8333,-73.0745
44.8341,-73.074
44.8338,-73.0752
42.8794,-71.3026
44.8335,-73.0735
44.4579,-73.1451
44.8338,-73.074
44.8341,-73.0754
44.8342,-73.0738
44.512,-73.2492
44.8111,-73.089
44.8342,-73.074
44.6483,-73.1317
44.8338,-73.0751
44.8345,-73.0747
44.8341,-73.0751
44.8341,-73.0754
42.7882,-71.2337
44.6483,-73.1317
44.8339,-73.0741
44.8342,-73.0744
44.8341,-73.0754
44.8342,-73.0742
44.8341,-73.0751
44.8343,-73.0756
44.8331,-73.0749
44.8343,-73.0749
44.8354,-73.0757
44.8343,-73.0749
44.8335,-73.0744
44.8338,-73.0747
42.7882,-71.2337
44.8344,-73.0735
44.9773,-73.4466
44.8349,-73.075
44.8345,-73.0752
44.8339,-73.0745
44.8342,-73.0742
44.8352,-73.0754
44.8341,-73.0744
44.8347,-73.0749
